,Description,Location Description,Arrest,Domestic,beatnum,Language,housingcrowdedpct,belowpovertypct,adultnojobpct,adultnohighschoolpct,under18above64pct,incomepercapita,hardshipindex,Temperature,Snowfall,Severity
6735,17,5,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,1
9174,4,27,1,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,54.5,30.1,0
5255,46,46,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,54.2,1
6744,6,5,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,1
7798,6,4,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,50.7,19.8,1
16365,49,4,0,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,54.5,30.1,0
1203,4,27,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,52.7,0
5672,49,5,0,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,50.7,19.8,0
17028,7,5,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,54.5,30.1,0
14669,17,5,1,0,22849,1,2.6,8.8,11.3,19.3,38.1,26353,32,50.7,19.8,1
12556,33,25,1,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,48.7,52.7,1
9529,65,4,0,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,48.7,54.2,0
3200,32,25,1,1,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,48.7,54.2,1
7001,47,5,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,1
3348,51,25,1,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,54.5,30.1,1
11538,46,4,1,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,51.5,57.9,1
7442,6,4,1,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,48.7,54.2,1
19573,19,27,1,0,37845,1,0.8,13.2,15.0,10.8,40.3,27149,30,50.7,19.8,0
9584,34,27,1,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,48.7,52.7,0
10859,22,9,0,1,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,54.5,30.1,1
17466,39,91,0,0,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,52.7,0
17703,68,52,1,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,52.7,0
3185,17,19,1,1,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,48.7,52.7,1
3856,19,54,1,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,48.7,54.2,0
1364,3,25,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,52.7,0
1594,6,4,1,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,50.7,19.8,1
11495,74,3,1,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,54.5,30.1,0
12336,7,37,1,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,50.7,19.8,0
12128,31,27,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,54.2,0
840,1,34,0,0,3345,1,3.4,10.9,8.2,13.4,25.5,37524,17,48.7,54.2,1
18760,8,2,0,0,21801,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,54.2,0
5192,22,25,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,52.7,1
2739,81,4,0,0,5070,1,3.9,13.2,9.9,14.4,39.0,26576,33,51.5,57.9,0
5040,11,9,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,52.7,0
9256,22,4,1,1,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,48.7,54.2,1
18442,29,18,1,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,48.7,54.2,0
1565,4,45,1,0,3345,1,0.8,12.3,5.1,3.6,21.5,71551,2,50.7,19.8,0
9699,206,5,1,1,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,54.5,30.1,0
13074,3,27,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,54.2,0
17404,12,5,1,0,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,54.2,1
9497,84,44,0,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,48.7,52.7,0
9977,4,25,1,1,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,54.5,30.1,0
17363,35,25,1,1,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,52.7,0
9880,93,5,0,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,50.7,19.8,0
10366,84,44,0,0,16845,3,1.8,29.6,18.2,14.3,30.7,23791,47,48.7,52.7,0
9320,6,25,1,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,50.7,19.8,1
621,4,0,1,0,1336,1,3.8,24.0,8.9,11.8,22.2,35787,20,48.7,52.7,0
3298,6,0,1,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,54.5,30.1,1
1454,38,9,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,51.5,57.9,1
5969,33,27,1,0,10850,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,54.2,1
8746,6,5,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,51.5,57.9,1
16258,8,2,1,0,21870,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,54.2,0
19347,6,37,1,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,51.5,57.9,1
896,41,42,1,0,3345,1,3.4,10.9,8.2,13.4,25.5,37524,17,54.5,30.1,0
12202,22,25,1,1,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,54.2,1
16648,17,5,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,51.5,57.9,1
1009,22,34,1,1,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,48.7,54.2,1
19867,4,1,1,0,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,48.7,52.7,0
12771,22,25,1,1,17070,4,1.4,17.2,21.1,10.6,39.3,24454,41,48.7,54.2,1
18578,81,4,0,0,21801,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,54.2,0
15372,8,39,1,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,54.2,0
7237,45,27,1,0,12345,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,0
8573,69,38,0,0,13845,1,3.8,20.6,10.7,9.6,22.2,44689,15,51.5,57.9,1
2580,11,5,1,0,3870,2,2.7,8.6,12.4,13.4,35.5,27751,25,48.7,54.2,0
18237,32,25,1,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,54.2,1
16696,22,5,1,1,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,54.2,1
7023,49,4,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,0
9597,22,27,1,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,48.7,54.2,1
4029,22,27,1,1,4701,1,6.9,20.5,13.1,41.6,36.4,15089,71,48.7,54.2,1
3436,17,5,1,0,5070,2,5.2,10.6,10.0,16.2,33.6,26282,28,50.7,19.8,1
3034,22,46,1,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,50.7,19.8,1
3350,11,5,1,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,48.7,54.2,0
15673,33,25,1,0,21870,1,11.1,15.6,16.7,37.0,37.7,15754,69,51.5,57.9,1
16255,6,4,1,0,21870,1,7.6,27.9,17.1,31.2,40.6,13231,80,54.5,30.1,1
1431,34,27,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,52.7,0
12811,29,1,1,0,17070,4,1.4,17.2,21.1,10.6,39.3,24454,41,48.7,52.7,0
16379,7,34,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,50.7,19.8,0
17258,6,4,1,0,18201,1,4.8,34.4,35.9,26.3,40.7,11317,89,50.7,19.8,1
6593,22,5,0,1,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,1
19698,49,9,0,0,37845,2,3.6,15.4,7.1,10.9,30.3,25828,24,51.5,57.9,0
1132,65,4,0,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,50.7,19.8,0
8992,17,5,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,52.7,1
3752,3,52,1,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,51.5,57.9,0
4791,34,5,1,1,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,51.5,57.9,0
7945,49,4,0,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,54.5,30.1,0
1216,22,25,1,1,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,51.5,57.9,1
5334,29,18,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,52.7,0
8626,83,5,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,54.2,1
8740,17,5,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,54.2,1
14289,17,5,1,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,50.7,19.8,1
1034,33,25,1,0,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,51.5,57.9,1
14642,31,27,1,0,22849,1,3.3,17.1,9.6,19.2,42.9,22677,44,48.7,54.2,0
18803,35,27,0,1,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,50.7,19.8,0
3289,7,5,1,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,48.7,54.2,0
18489,4,5,1,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,48.7,54.2,0
4740,46,2,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,54.2,1
17711,4,27,1,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,52.7,0
16897,29,18,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,54.5,30.1,0
6225,6,27,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,1
10977,19,25,1,0,16845,1,2.4,21.7,15.7,11.3,35.4,35911,26,54.5,30.1,0
4336,138,5,0,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,51.5,57.9,0
8790,17,44,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,52.7,1
14383,6,27,1,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,48.7,54.2,1
5507,49,4,0,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,51.5,57.9,0
18407,77,37,1,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,48.7,52.7,1
244,19,12,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,48.7,54.2,0
14040,46,4,1,0,13701,1,4.0,29.2,16.3,21.0,39.5,14685,65,48.7,54.2,1
2260,33,25,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,52.7,1
11725,49,46,0,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,52.7,0
1053,17,5,1,0,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,50.7,19.8,1
9017,22,4,1,1,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,51.5,57.9,1
1104,33,27,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,54.2,1
14795,55,27,1,1,22849,1,8.5,14.1,16.5,35.9,39.2,16134,67,51.5,57.9,0
16956,6,5,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,50.7,19.8,1
14585,11,5,1,0,22849,1,5.8,56.5,34.6,27.5,51.5,8201,98,50.7,19.8,0
18030,88,27,0,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,52.7,0
10495,33,27,0,0,16845,3,1.8,29.6,18.2,14.3,30.7,23791,47,51.5,57.9,1
11382,6,25,1,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,50.7,19.8,1
7172,19,65,1,0,12345,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
16285,6,16,1,0,21870,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,52.7,1
3096,19,25,1,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,48.7,52.7,0
19914,41,5,1,0,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,51.5,57.9,0
18475,21,27,1,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,51.5,57.9,0
14512,6,0,1,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,48.7,54.2,1
17055,3,27,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,51.5,57.9,0
19107,47,5,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,50.7,19.8,1
4587,32,50,0,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,54.5,30.1,1
13122,6,4,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,54.2,1
5227,6,27,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,54.5,30.1,1
1396,68,54,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,52.7,0
1607,4,5,1,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,50.7,19.8,0
9659,33,25,1,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,50.7,19.8,1
17488,45,25,1,0,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,51.5,57.9,0
16951,4,5,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,54.2,0
13170,43,14,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,54.5,30.1,0
8318,11,5,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,48.7,54.2,0
5229,22,25,1,1,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,52.7,1
14686,11,5,1,0,22849,1,2.6,8.8,11.3,19.3,38.1,26353,32,48.7,52.7,0
9288,44,5,1,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,50.7,19.8,0
3713,31,25,1,0,5070,1,10.8,18.7,14.6,37.3,37.3,15461,70,50.7,19.8,0
17547,17,5,1,1,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,51.5,57.9,1
13051,17,5,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,54.2,1
14375,43,27,1,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,54.5,30.1,0
10693,22,5,1,1,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,50.7,19.8,1
12516,7,4,0,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,48.7,52.7,0
14947,3,19,1,0,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,54.5,30.1,0
11804,19,34,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,52.7,0
892,6,5,1,0,3345,1,3.4,10.9,8.2,13.4,25.5,37524,17,48.7,52.7,1
6404,17,5,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,1
13911,11,5,1,0,13701,1,1.5,21.6,22.8,13.1,38.6,20588,51,48.7,54.2,0
12236,68,43,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,51.5,57.9,0
13479,49,4,0,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,48.7,52.7,0
17523,17,9,1,0,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,54.5,30.1,1
6217,22,25,1,1,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,1
12692,22,25,0,1,17070,1,3.3,27.8,24.0,14.5,40.3,18881,60,48.7,52.7,1
6817,17,44,1,1,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,1
18460,81,0,0,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,48.7,54.2,0
2217,6,52,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,54.2,1
19238,68,25,1,0,37845,1,0.9,5.1,8.0,3.7,40.5,39523,12,50.7,19.8,0
16871,94,63,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,54.5,30.1,0
10582,76,5,0,0,16845,1,3.2,51.2,33.9,26.6,44.9,10432,97,51.5,57.9,0
16585,9,25,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,54.2,0
7603,3,19,1,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,51.5,57.9,0
15128,2,4,1,0,15501,1,7.2,18.7,13.4,32.9,35.6,16954,61,48.7,54.2,0
6983,7,43,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
6861,3,0,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,0
16534,6,2,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,54.2,1
17771,7,0,1,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,51.5,57.9,0
10286,6,65,1,0,12270,3,5.7,40.1,16.7,34.5,38.3,16148,82,54.5,30.1,1
19142,49,5,0,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,51.5,57.9,0
13869,6,34,1,1,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,48.7,54.2,1
159,13,8,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,48.7,54.2,0
11122,20,9,0,0,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,48.7,54.2,0
172,7,0,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,50.7,19.8,0
7917,17,5,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,48.7,52.7,1
1277,4,5,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,52.7,0
14088,16,25,1,0,13701,1,4.0,29.2,16.3,21.0,39.5,14685,65,50.7,19.8,0
4545,34,25,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,48.7,54.2,0
11469,33,25,1,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,50.7,19.8,1
8747,11,5,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,51.5,57.9,0
11578,6,43,1,0,18345,1,2.9,30.7,23.4,16.5,36.1,18672,58,48.7,52.7,1
9883,8,2,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,50.7,19.8,0
5974,22,27,0,1,10850,1,2.3,14.7,6.6,12.9,21.7,43198,10,50.7,19.8,1
9115,33,25,1,1,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,54.5,30.1,1
11900,7,5,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,50.7,19.8,0
2410,47,5,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,51.5,57.9,1
6070,49,5,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
13398,22,25,1,1,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,48.7,54.2,1
5290,47,5,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,54.2,1
10562,65,4,0,0,16845,1,3.2,51.2,33.9,26.6,44.9,10432,97,54.5,30.1,0
17834,22,34,1,1,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,52.7,1
9613,22,25,1,1,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,50.7,19.8,1
13281,6,4,1,0,17070,1,2.1,11.5,20.0,11.0,44.0,28887,38,51.5,57.9,1
7069,32,27,0,1,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,1
8345,24,40,0,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,50.7,19.8,0
16187,9,1,1,0,21870,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,54.2,0
10778,41,38,0,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,50.7,19.8,0
1346,49,4,0,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,52.7,0
18369,33,27,1,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,52.7,1
2816,7,3,1,0,5070,1,11.3,19.2,10.0,32.9,32.0,21323,53,50.7,19.8,0
17852,22,27,0,1,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,52.7,1
9156,8,0,1,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,48.7,52.7,0
4040,17,53,1,0,4701,1,6.9,20.5,13.1,41.6,36.4,15089,71,54.5,30.1,1
11522,87,48,0,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,54.5,30.1,0
1713,32,4,1,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,48.7,54.2,1
14356,4,6,0,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,48.7,52.7,0
16964,19,2,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,54.5,30.1,0
5102,81,34,0,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,50.7,19.8,0
9823,6,2,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,51.5,57.9,1
1870,19,37,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,51.5,57.9,0
10732,22,27,1,1,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,50.7,19.8,1
8776,3,19,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,52.7,0
6732,49,25,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
15364,6,37,0,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,54.2,1
9145,68,27,0,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,48.7,54.2,0
23,13,10,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,50.7,19.8,0
18539,7,27,1,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,48.7,54.2,0
1675,22,25,1,1,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,51.5,57.9,1
16041,1,3,0,0,21870,1,5.8,14.9,9.6,33.6,39.6,16907,56,50.7,19.8,1
4869,6,25,1,1,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,50.7,19.8,1
9662,6,34,1,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,50.7,19.8,1
10319,8,39,0,0,12270,3,5.7,40.1,16.7,34.5,38.3,16148,82,48.7,52.7,0
5011,29,27,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,50.7,19.8,0
14076,83,27,1,0,13701,1,4.0,29.2,16.3,21.0,39.5,14685,65,51.5,57.9,1
13916,4,4,1,0,13701,1,1.5,21.6,22.8,13.1,38.6,20588,51,48.7,54.2,0
15076,3,19,1,0,15501,1,7.2,18.7,13.4,32.9,35.6,16954,61,48.7,52.7,0
330,8,2,1,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,48.7,54.2,0
5852,7,5,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,54.2,0
12783,11,5,1,0,17070,4,1.4,17.2,21.1,10.6,39.3,24454,41,51.5,57.9,0
5131,33,27,1,1,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,54.2,1
3686,17,5,0,0,5070,1,10.8,18.7,14.6,37.3,37.3,15461,70,48.7,52.7,1
9921,31,32,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,51.5,57.9,0
18458,22,25,1,1,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,51.5,57.9,1
3740,107,27,1,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,51.5,57.9,1
11353,4,37,1,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,54.5,30.1,0
7892,49,4,0,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,48.7,54.2,0
6765,49,0,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,0
8974,68,25,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,54.2,0
4003,33,27,1,0,4701,1,6.9,20.5,13.1,41.6,36.4,15089,71,51.5,57.9,1
4144,4,3,1,0,4701,1,6.0,15.3,9.2,24.7,31.0,20039,42,54.5,30.1,0
12855,31,27,1,0,17070,4,1.4,17.2,21.1,10.6,39.3,24454,41,50.7,19.8,0
6487,17,5,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,1
11107,22,27,0,1,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,48.7,52.7,1
12130,6,9,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,51.5,57.9,1
4369,11,5,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,51.5,57.9,0
7815,17,5,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,50.7,19.8,1
8280,33,19,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,54.5,30.1,1
11079,68,11,0,0,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,48.7,52.7,0
5297,29,27,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,54.5,30.1,0
11895,17,5,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,51.5,57.9,1
4924,49,5,0,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,54.5,30.1,0
16562,4,5,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,52.7,0
2471,68,25,1,0,3870,2,1.1,3.3,6.5,7.4,35.3,40959,8,54.5,30.1,0
4553,34,27,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,48.7,54.2,0
17663,49,5,0,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,50.7,19.8,0
857,1,27,1,0,3345,1,3.4,10.9,8.2,13.4,25.5,37524,17,50.7,19.8,1
14930,22,25,1,1,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,48.7,54.2,1
13439,6,27,1,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,48.7,52.7,1
13631,49,4,0,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,50.7,19.8,0
3154,151,4,1,1,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,48.7,54.2,0
3908,6,1,1,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,48.7,54.2,1
18421,58,4,0,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,54.5,30.1,1
915,7,27,1,0,3345,1,3.4,10.9,8.2,13.4,25.5,37524,17,50.7,19.8,0
411,41,29,0,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,51.5,57.9,0
11057,6,3,1,0,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,51.5,57.9,1
10797,140,5,0,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,48.7,54.2,0
13212,17,5,0,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,50.7,19.8,1
14382,68,27,1,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,48.7,54.2,0
4334,49,5,0,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,51.5,57.9,0
18191,5,27,1,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,50.7,19.8,0
4111,7,5,1,0,4701,1,6.0,15.3,9.2,24.7,31.0,20039,42,51.5,57.9,0
9499,49,4,0,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,51.5,57.9,0
